linha_base,direcao_base,total_pontos_linha_base,linha_compartilhada,direcao_compartilhada,num_pontos_compartilhados,percentual_cobertura,pontos_compartilhados
315,Ida,64,361,Volta,63,98.44,"Aeroporto de Jacarepaguá, Aires da Mata Machado Filho, Albert Sabin, Alberto Bianchi, Almirante Heleno Nunes, Almirante Mariath (Portão 24) :: Linhas Municipais, Arlindo Janot - Saída 9, Bandeirantes, Bela, Bosque da Barra, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Cecília Meirelles, César Lattes, Clóvis Salgado, Colégio Estadual Vicente Jannuzzi, Democráticos - Saída 7, Desembargador Oscar Tenório, Doutor Raymundo Veras, Estação Aeroporto de Jacarepaguá, Estação Américas Park, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Interlagos, Estação Pontões / Barrasul, Estação Salvador Allende, Fiocruz, Gelson Fonseca, Genaro de Carvalho, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, Guilherme de Almeida, Heliporto do Recreio, Isabel Domingues, Isidoro Lopes, José Eiras Pinheiro, José Moreira Pequeno, Mercado do Produtor, Monsenhor Manuel Gomes, Novo Leblon, Parque Vitória, Paulo Areal, Pedra de Itaúna, Péter Lund, Ponto Final: Recreio dos Bandeirantes :: Terreirão, Praça do Pontal - Tim Maia, Praia do Recreio - Posto 10, Praia do Recreio - Posto 11, Presidente Nereu Ramos, Projetada 2W, Projetada D-W, Projetada E-W, Refinaria de Manguinhos, Ricardo Machado, Riomar, Santa Monica, Shopping Aerotown, Subprefeitura da Barra, Vila do João - Pista Lateral, Vila Pan-Americana, Vogue Square"
315,Ida,64,361,Ida,1,1.56,Ponto Final: Recreio dos Bandeirantes :: Terreirão
315,Ida,64,2112,Volta,3,4.69,"Almirante Mariath (Portão 24) :: Linhas Municipais, Arlindo Janot - Saída 9, Democráticos - Saída 7"
315,Ida,64,SN309,Ida,3,4.69,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze"
315,Ida,64,352,Volta,18,28.12,"Almirante Mariath (Portão 24) :: Linhas Municipais, Arlindo Janot - Saída 9, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Democráticos - Saída 7, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, Isabel Domingues, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Vila do João - Pista Lateral, Vila Pan-Americana"
315,Ida,64,613,Volta,2,3.12,"Isabel Domingues, Vila Pan-Americana"
315,Ida,64,SPA613,Volta,2,3.12,"Isabel Domingues, Vila Pan-Americana"
315,Ida,64,SN565,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,863,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,693,Ida,7,10.94,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Isabel Domingues, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,692,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,614,Ida,7,10.94,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Isabel Domingues, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,880,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,369,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,388,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,393,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,SR393,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2307,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2308,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2309,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2310,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2803,Volta,18,28.12,"Bosque da Barra, César Lattes, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,900,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,954,Ida,16,25,"Aires da Mata Machado Filho, Alberto Bianchi, Almirante Heleno Nunes, Bandeirantes, Cecília Meirelles, Clóvis Salgado, Desembargador Oscar Tenório, Doutor Raymundo Veras, Genaro de Carvalho, Praça do Pontal - Tim Maia, Praia do Recreio - Posto 10, Praia do Recreio - Posto 11, Presidente Nereu Ramos, Projetada 2W, Projetada D-W, Projetada E-W"
315,Ida,64,954,Volta,2,3.12,"Estação Gláucio Gil, Guilherme de Almeida"
315,Ida,64,SN954,Ida,16,25,"Aires da Mata Machado Filho, Alberto Bianchi, Almirante Heleno Nunes, Bandeirantes, Cecília Meirelles, Clóvis Salgado, Desembargador Oscar Tenório, Doutor Raymundo Veras, Genaro de Carvalho, Praça do Pontal - Tim Maia, Praia do Recreio - Posto 10, Praia do Recreio - Posto 11, Presidente Nereu Ramos, Projetada 2W, Projetada D-W, Projetada E-W"
315,Ida,64,SN954,Volta,2,3.12,"Estação Gláucio Gil, Guilherme de Almeida"
315,Ida,64,SN393,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,SR300,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2336,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2303,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2334,Volta,22,34.38,"Albert Sabin, Bosque da Barra, César Lattes, Colégio Estadual Vicente Jannuzzi, Estação Américas Park, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Interlagos, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,2335,Volta,20,31.25,"Bosque da Barra, César Lattes, Colégio Estadual Vicente Jannuzzi, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Interlagos, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,2337,Volta,18,28.12,"Bosque da Barra, César Lattes, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,2339,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2381,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2383,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,2802,Volta,18,28.12,"Bosque da Barra, César Lattes, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,2804,Volta,18,28.12,"Bosque da Barra, César Lattes, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,2338,Volta,18,28.12,"Bosque da Barra, César Lattes, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,394,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,SR397,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,SN397,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,107,Volta,1,1.56,Terminal Procópio Ferreira :: Plat. Sul
315,Ida,64,181,Ida,19,29.69,"Aeroporto de Jacarepaguá, Almirante Mariath (Portão 24) :: Linhas Municipais, Arlindo Janot - Saída 9, Bela, Democráticos - Saída 7, Estação Aeroporto de Jacarepaguá, Fiocruz, Isabel Domingues, José Moreira Pequeno, Mercado do Produtor, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado, Shopping Aerotown, Subprefeitura da Barra, Vila do João - Pista Lateral, Vila Pan-Americana"
315,Ida,64,210,Volta,7,10.94,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, Monsenhor Manuel Gomes, Ricardo Machado"
315,Ida,64,210,Ida,1,1.56,Bela
315,Ida,64,105,Volta,1,1.56,Terminal Procópio Ferreira :: Plat. Sul
315,Ida,64,105,Ida,1,1.56,Terminal Procópio Ferreira :: Plat. Sul
315,Ida,64,117,Ida,2,3.12,"BRS 1,3,5: Central, Terminal Procópio Ferreira :: Plat. Sul"
315,Ida,64,117,Volta,1,1.56,Terminal Procópio Ferreira :: Plat. Sul
315,Ida,64,440,Ida,1,1.56,Bela
315,Ida,64,110,Volta,2,3.12,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova"
315,Ida,64,112,Volta,2,3.12,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova"
315,Ida,64,209,Volta,1,1.56,Bela
315,Ida,64,209,Ida,2,3.12,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova"
315,Ida,64,444,Ida,1,1.56,Vila do João - Pista Lateral
315,Ida,64,109,Ida,2,3.12,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova"
315,Ida,64,SV474,Volta,5,7.81,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, Monsenhor Manuel Gomes, Péter Lund, Ricardo Machado"
315,Ida,64,498,Volta,15,23.44,"Almirante Mariath (Portão 24) :: Linhas Municipais, Arlindo Janot - Saída 9, Bela, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado, Vila do João - Pista Lateral"
315,Ida,64,553,Ida,1,1.56,Ponto Final: Recreio dos Bandeirantes :: Terreirão
315,Ida,64,553,Volta,34,53.12,"Aires da Mata Machado Filho, Alberto Bianchi, Almirante Heleno Nunes, Bandeirantes, Bosque da Barra, Cecília Meirelles, César Lattes, Clóvis Salgado, Desembargador Oscar Tenório, Doutor Raymundo Veras, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Gelson Fonseca, Genaro de Carvalho, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Ponto Final: Recreio dos Bandeirantes :: Terreirão, Praça do Pontal - Tim Maia, Praia do Recreio - Posto 10, Praia do Recreio - Posto 11, Presidente Nereu Ramos, Projetada 2W, Projetada D-W, Projetada E-W, Riomar, Santa Monica, Vogue Square"
315,Ida,64,SN554,Volta,20,31.25,"Bosque da Barra, César Lattes, Colégio Estadual Vicente Jannuzzi, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Interlagos, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,104,Ida,2,3.12,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova"
315,Ida,64,335,Volta,3,4.69,"Almirante Mariath (Portão 24) :: Linhas Municipais, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,485,Volta,2,3.12,"BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze"
315,Ida,64,SN483,Volta,16,25,"Almirante Mariath (Portão 24) :: Linhas Municipais, Arlindo Janot - Saída 9, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado, Vila do João - Pista Lateral"
315,Ida,64,SV483,Ida,9,14.06,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, Fiocruz, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,SP315,Ida,46,71.88,"Aeroporto de Jacarepaguá, Aires da Mata Machado Filho, Alberto Bianchi, Almirante Heleno Nunes, Arlindo Janot - Saída 9, Bandeirantes, Bosque da Barra, Cecília Meirelles, César Lattes, Clóvis Salgado, Democráticos - Saída 7, Desembargador Oscar Tenório, Doutor Raymundo Veras, Estação Aeroporto de Jacarepaguá, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Interlagos, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Genaro de Carvalho, Guilherme de Almeida, Heliporto do Recreio, Isabel Domingues, Isidoro Lopes, José Eiras Pinheiro, Mercado do Produtor, Novo Leblon, Paulo Areal, Pedra de Itaúna, Ponto Final: Recreio dos Bandeirantes :: Terreirão, Praça do Pontal - Tim Maia, Praia do Recreio - Posto 10, Praia do Recreio - Posto 11, Presidente Nereu Ramos, Projetada 2W, Projetada D-W, Projetada E-W, Riomar, Santa Monica, Shopping Aerotown, Subprefeitura da Barra, Vila do João - Pista Lateral, Vila Pan-Americana, Vogue Square"
315,Ida,64,SV384,Volta,9,14.06,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, Fiocruz, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,957,Ida,1,1.56,Vila do João - Pista Lateral
315,Ida,64,899,Volta,6,9.38,"Estação Gláucio Gil, Estação Guignard, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio"
315,Ida,64,SN209,Volta,1,1.56,Bela
315,Ida,64,SN209,Ida,2,3.12,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova"
315,Ida,64,990,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,SV899,Volta,6,9.38,"Estação Gláucio Gil, Estação Guignard, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio"
315,Ida,64,300,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,554,Volta,18,28.12,"Bosque da Barra, César Lattes, Estação Gláucio Gil, Estação Golfe Olímpico, Estação Guignard, Estação Pontões / Barrasul, Estação Salvador Allende, Gelson Fonseca, Guilherme de Almeida, Heliporto do Recreio, Isidoro Lopes, José Eiras Pinheiro, Novo Leblon, Paulo Areal, Pedra de Itaúna, Riomar, Santa Monica, Vogue Square"
315,Ida,64,881,Ida,5,7.81,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra"
315,Ida,64,443,Ida,1,1.56,Vila do João - Pista Lateral
315,Ida,64,371,Volta,3,4.69,"BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze"
315,Ida,64,SR399,Volta,3,4.69,"Almirante Mariath (Portão 24) :: Linhas Municipais, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,SR388,Volta,6,9.38,"Almirante Mariath (Portão 24) :: Linhas Municipais, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central"
315,Ida,64,397,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,350,Volta,5,7.81,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, Monsenhor Manuel Gomes, Péter Lund, Ricardo Machado"
315,Ida,64,SN328,Volta,11,17.19,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
315,Ida,64,SN880,Ida,6,9.38,"Aeroporto de Jacarepaguá, Estação Aeroporto de Jacarepaguá, Mercado do Produtor, Shopping Aerotown, Subprefeitura da Barra, Vila Pan-Americana"
315,Ida,64,SN388,Volta,14,21.88,"Almirante Mariath (Portão 24) :: Linhas Municipais, Bela, BRS 1,3,5: Central, BRS 1,3,5: Cidade Nova, BRS 3,5: Praça Onze, Fiocruz, Geógrafo Milton Santos :: Linhas Municipais via Av. Brasil, GRES Unidos da Tijuca :: Pista Central, José Moreira Pequeno, Monsenhor Manuel Gomes, Parque Vitória, Péter Lund, Refinaria de Manguinhos, Ricardo Machado"
